Transaction_ID,Customer_ID,Transaction_Date,Category,Unit_Price,Quantity,Total_Amount,Payment_Method,City,Gender,Age
TXN_0268,CUST_043,2024-07-21,Mode,1589.72,1,1589.72,Virement,Casablanca,M,32
TXN_0269,CUST_041,2024-02-20,Alimentation,752.72,2,1505.44,Virement,Tanger,F,42
TXN_0270,CUST_106,2024-09-27,Beauté,397.53,3,1192.59,Carte Bancaire,Marrakech,M,66
TXN_0271,CUST_195,2024-11-19,Maison,236.87,4,947.48,Livraison,Casablanca,F,56
TXN_0272,CUST_093,2024-10-03,Électronique,4727.26,1,4727.26,Virement,Agadir,F,23
TXN_0273,CUST_115,2024-05-20,Maison,3467.41,3,10402.23,Virement,Agadir,F,58
TXN_0274,CUST_171,2024-10-01,Mode,321.34,2,642.68,Virement,Rabat,M,52
TXN_0275,CUST_111,2024-10-16,Alimentation,153.51,2,307.02,Carte Bancaire,Tanger,F,25
TXN_0276,CUST_036,2024-11-29,Mode,1861.59,3,5584.77,Carte Bancaire,Marrakech,F,31
TXN_0277,CUST_055,2024-02-21,Beauté,1162.72,3,3488.16,Livraison,Tanger,M,25
TXN_0278,CUST_058,2024-01-27,Électronique,948.5,4,3794.0,Virement,Marrakech,F,62
TXN_0279,CUST_080,2024-06-05,Beauté,531.9,2,1063.8,Livraison,Marrakech,F,45
TXN_0280,CUST_084,2024-08-26,Électronique,5030.08,2,10060.16,Livraison,Agadir,F,54
TXN_0281,CUST_159,2024-06-04,Électronique,3543.82,3,10631.46,Virement,Tanger,F,29
TXN_0282,CUST_071,2024-10-17,Électronique,5542.79,1,5542.79,Carte Bancaire,Agadir,F,59
TXN_0283,CUST_095,2024-05-15,Beauté,1174.06,2,2348.12,Virement,Fès,F,55
TXN_0284,CUST_125,2024-05-23,Maison,2371.9,2,4743.8,Livraison,Tanger,M,34
TXN_0285,CUST_076,2024-04-15,Électronique,3620.79,2,7241.58,Carte Bancaire,Marrakech,M,68
TXN_0286,CUST_165,2024-06-06,Alimentation,1327.14,1,1327.14,Livraison,Agadir,M,27
TXN_0287,CUST_119,2024-05-25,Maison,3579.04,1,3579.04,Virement,Agadir,M,39
TXN_0288,CUST_052,2024-01-02,Électronique,2314.63,3,6943.89,Carte Bancaire,Rabat,F,59
TXN_0289,CUST_139,2024-03-17,Beauté,90.78,1,90.78,Carte Bancaire,Casablanca,F,53
TXN_0290,CUST_107,2024-05-11,Mode,1509.13,2,3018.26,Virement,Casablanca,F,29
TXN_0291,CUST_111,2024-03-30,Alimentation,1336.04,1,1336.04,Carte Bancaire,Tanger,F,25
TXN_0292,CUST_096,2024-12-10,Beauté,493.24,1,493.24,Livraison,Fès,M,23
TXN_0293,CUST_099,2024-12-15,Alimentation,973.76,1,973.76,Livraison,Rabat,M,53
TXN_0294,CUST_152,2024-09-19,Beauté,405.93,1,405.93,Livraison,Fès,M,36
TXN_0295,CUST_022,2024-12-16,Maison,2448.24,3,7344.72,Livraison,Casablanca,F,45
TXN_0296,CUST_068,2024-04-17,Maison,3269.12,1,3269.12,Carte Bancaire,Tanger,F,64
TXN_0297,CUST_014,2024-03-14,Électronique,1035.69,4,4142.76,Livraison,Tanger,M,38
TXN_0298,CUST_149,2024-02-08,Beauté,395.97,2,791.94,Carte Bancaire,Casablanca,F,69
TXN_0299,CUST_050,2024-06-07,Alimentation,616.72,2,1233.44,Livraison,Tanger,M,52
TXN_0300,CUST_183,2024-03-11,Électronique,2971.28,2,5942.56,Carte Bancaire,Marrakech,F,35
TXN_0301,CUST_107,2024-11-07,Électronique,1050.47,2,2100.94,Livraison,Casablanca,F,29
TXN_0302,CUST_160,2024-08-28,Maison,1804.24,3,5412.72,Carte Bancaire,Tanger,F,39
TXN_0303,CUST_196,2024-10-24,Maison,3036.96,1,3036.96,Carte Bancaire,Marrakech,F,52
TXN_0304,CUST_167,2024-02-05,Mode,1563.75,2,3127.5,Carte Bancaire,Fès,M,49
TXN_0305,CUST_174,2024-03-24,Beauté,179.32,3,537.96,Carte Bancaire,Marrakech,M,61
TXN_0306,CUST_082,2024-09-19,Électronique,1756.69,4,7026.76,Virement,Casablanca,F,69
TXN_0307,CUST_114,2024-11-05,Mode,862.26,3,2586.78,Carte Bancaire,Casablanca,F,35
TXN_0308,CUST_047,2024-06-20,Électronique,8888.56,2,17777.12,Virement,Casablanca,M,31
TXN_0309,CUST_038,2024-06-21,Mode,1946.49,3,5839.47,Virement,Tanger,F,30
TXN_0310,CUST_102,2024-12-27,Mode,1623.28,2,3246.56,Livraison,Rabat,F,35
TXN_0311,CUST_121,2024-02-16,Maison,3665.21,2,7330.42,Carte Bancaire,Marrakech,F,25
TXN_0312,CUST_071,2024-05-20,Mode,336.44,1,336.44,Carte Bancaire,Agadir,F,59
TXN_0313,CUST_116,2024-04-27,Alimentation,1295.67,2,2591.34,Virement,Casablanca,F,31
TXN_0314,CUST_181,2024-10-03,Alimentation,923.12,1,923.12,Carte Bancaire,Fès,M,53
TXN_0315,CUST_115,2024-08-01,Mode,956.33,2,1912.66,Carte Bancaire,Agadir,F,58
TXN_0316,CUST_141,2024-08-07,Alimentation,1335.42,3,4006.26,Livraison,Rabat,M,40
TXN_0317,CUST_160,2024-01-26,Alimentation,1039.82,1,1039.82,Virement,Tanger,F,39
TXN_0318,CUST_198,2024-01-09,Alimentation,1272.3,1,1272.3,Virement,Marrakech,M,61
TXN_0319,CUST_122,2024-09-27,Mode,1961.4,1,1961.4,Carte Bancaire,Tanger,M,47
TXN_0320,CUST_160,2024-01-10,Alimentation,989.82,4,3959.28,Livraison,Tanger,F,39
TXN_0321,CUST_194,2024-04-30,Électronique,4108.11,2,8216.22,Carte Bancaire,Rabat,M,56
TXN_0322,CUST_188,2024-05-04,Mode,199.11,2,398.22,Carte Bancaire,Marrakech,F,36
TXN_0323,CUST_029,2024-06-18,Mode,2118.97,3,6356.91,Virement,Casablanca,M,20
TXN_0324,CUST_082,2024-03-12,Électronique,4880.47,3,14641.41,Carte Bancaire,Casablanca,F,69
TXN_0325,CUST_065,2024-05-31,Électronique,7887.84,2,15775.68,Carte Bancaire,Tanger,F,65
TXN_0326,CUST_018,2024-07-26,Électronique,8961.01,2,17922.02,Carte Bancaire,Fès,F,35
TXN_0327,CUST_126,2024-02-18,Alimentation,709.49,3,2128.47,Virement,Marrakech,F,63
TXN_0328,CUST_143,2024-06-02,Alimentation,1536.08,2,3072.16,Virement,Tanger,F,42
TXN_0329,CUST_169,2024-12-12,Mode,1526.24,1,1526.24,Livraison,Tanger,M,19
TXN_0330,CUST_025,2024-10-19,Maison,2352.67,3,7058.01,Virement,Fès,M,60
TXN_0331,CUST_176,2024-03-08,Maison,846.02,2,1692.04,Carte Bancaire,Casablanca,F,52
TXN_0332,CUST_127,2024-02-19,Alimentation,902.49,1,902.49,Livraison,Marrakech,F,58
TXN_0333,CUST_138,2024-05-31,Mode,1425.89,2,2851.78,Carte Bancaire,Rabat,M,30
TXN_0334,CUST_184,2024-01-19,Alimentation,999.74,1,999.74,Carte Bancaire,Casablanca,M,40
TXN_0335,CUST_125,2024-04-09,Beauté,335.13,1,335.13,Livraison,Tanger,M,34
TXN_0336,CUST_069,2024-02-29,Maison,1184.87,3,3554.61,Virement,Rabat,M,43
TXN_0337,CUST_163,2024-06-15,Électronique,5327.89,1,5327.89,Carte Bancaire,Casablanca,F,43
TXN_0338,CUST_074,2024-07-20,Maison,914.78,2,1829.56,Carte Bancaire,Rabat,F,56
TXN_0339,CUST_007,2024-12-10,Alimentation,415.14,2,830.28,Carte Bancaire,Tanger,M,53
TXN_0340,CUST_163,2024-05-25,Maison,1100.4,1,1100.4,Carte Bancaire,Casablanca,F,43
TXN_0341,CUST_071,2024-06-12,Électronique,7349.77,4,29399.08,Virement,Agadir,F,59
TXN_0342,CUST_154,2024-08-29,Électronique,3077.08,1,3077.08,Livraison,Casablanca,F,26
TXN_0343,CUST_074,2024-03-09,Mode,668.17,2,1336.34,Livraison,Rabat,F,56
TXN_0344,CUST_171,2024-06-23,Électronique,2890.55,2,5781.1,Virement,Rabat,M,52
TXN_0345,CUST_043,2024-02-18,Mode,622.46,1,622.46,Carte Bancaire,Casablanca,M,32
TXN_0346,CUST_195,2024-04-17,Alimentation,1030.99,1,1030.99,Livraison,Casablanca,F,56
TXN_0347,CUST_156,2024-08-13,Maison,1329.7,3,3989.1,Livraison,Agadir,F,65
TXN_0348,CUST_024,2024-06-09,Maison,2287.27,4,9149.08,Livraison,Rabat,F,64
TXN_0349,CUST_116,2024-04-28,Maison,2413.77,1,2413.77,Virement,Casablanca,F,31
TXN_0350,CUST_198,2024-05-28,Alimentation,948.84,2,1897.68,Virement,Marrakech,M,61
TXN_0351,CUST_096,2024-05-29,Électronique,3743.79,3,11231.37,Livraison,Fès,M,23
TXN_0352,CUST_035,2024-10-19,Électronique,6118.06,3,18354.18,Virement,Fès,F,63
TXN_0353,CUST_097,2024-05-22,Alimentation,360.95,2,721.9,Carte Bancaire,Fès,M,33
TXN_0354,CUST_105,2024-06-08,Maison,1792.02,2,3584.04,Carte Bancaire,Casablanca,M,43
TXN_0355,CUST_145,2024-01-11,Beauté,817.77,2,1635.54,Carte Bancaire,Tanger,F,69
TXN_0356,CUST_137,2024-05-17,Mode,2078.32,2,4156.64,Carte Bancaire,Tanger,F,43
TXN_0357,CUST_081,2024-03-18,Mode,726.37,3,2179.11,Livraison,Fès,M,18
TXN_0358,CUST_041,2024-03-17,Mode,1728.56,1,1728.56,Livraison,Tanger,F,42
TXN_0359,CUST_127,2024-09-10,Maison,2519.37,2,5038.74,Virement,Marrakech,F,58
TXN_0360,CUST_082,2024-09-14,Électronique,6203.29,3,18609.87,Livraison,Casablanca,F,69
TXN_0361,CUST_026,2024-11-15,Beauté,471.68,3,1415.04,Livraison,Agadir,F,48
TXN_0362,CUST_183,2024-10-17,Maison,464.06,4,1856.24,Carte Bancaire,Marrakech,F,35
TXN_0363,CUST_135,2024-09-19,Maison,487.98,3,1463.94,Carte Bancaire,Fès,F,57
TXN_0364,CUST_134,2024-03-25,Électronique,2974.11,2,5948.22,Livraison,Rabat,F,44
TXN_0365,CUST_162,2024-05-25,Alimentation,170.57,2,341.14,Livraison,Casablanca,F,69
TXN_0366,CUST_107,2024-11-18,Alimentation,998.63,2,1997.26,Virement,Casablanca,F,29
TXN_0367,CUST_160,2024-02-11,Mode,925.56,1,925.56,Carte Bancaire,Tanger,F,39
TXN_0368,CUST_099,2024-05-04,Maison,811.54,2,1623.08,Carte Bancaire,Rabat,M,53
TXN_0369,CUST_012,2024-06-15,Alimentation,1240.81,2,2481.62,Livraison,Tanger,M,34
TXN_0370,CUST_082,2024-08-28,Beauté,636.79,1,636.79,Carte Bancaire,Casablanca,F,69
TXN_0371,CUST_099,2024-10-06,Électronique,1372.25,3,4116.75,Carte Bancaire,Rabat,M,53
TXN_0372,CUST_141,2024-07-06,Alimentation,875.57,2,1751.14,Virement,Rabat,M,40
TXN_0373,CUST_023,2024-10-28,Électronique,5765.09,4,23060.36,Carte Bancaire,Marrakech,M,44
TXN_0374,CUST_029,2024-01-19,Mode,392.43,1,392.43,Livraison,Casablanca,M,20
TXN_0375,CUST_049,2024-03-08,Beauté,583.7,1,583.7,Carte Bancaire,Casablanca,F,24
TXN_0376,CUST_050,2024-08-05,Alimentation,424.69,2,849.38,Carte Bancaire,Tanger,M,52
TXN_0377,CUST_142,2024-04-11,Mode,122.5,1,122.5,Carte Bancaire,Casablanca,M,49
TXN_0378,CUST_047,2024-02-11,Alimentation,1093.11,2,2186.22,Virement,Casablanca,M,31
TXN_0379,CUST_126,2024-10-14,Beauté,1237.44,3,3712.32,Livraison,Marrakech,F,63
TXN_0380,CUST_099,2024-06-15,Mode,1242.94,1,1242.94,Virement,Rabat,M,53
TXN_0381,CUST_116,2024-04-18,Mode,2149.14,2,4298.28,Carte Bancaire,Casablanca,F,31
TXN_0382,CUST_166,2024-02-05,Électronique,1329.27,2,2658.54,Virement,Marrakech,M,69
TXN_0383,CUST_082,2024-08-19,Beauté,1275.94,2,2551.88,Carte Bancaire,Casablanca,F,69
TXN_0384,CUST_154,2024-08-16,Mode,875.19,4,3500.76,Livraison,Casablanca,F,26
TXN_0385,CUST_082,2024-12-18,Alimentation,201.76,3,605.28,Livraison,Casablanca,F,69
TXN_0386,CUST_072,2024-06-12,Mode,850.1,2,1700.2,Virement,Agadir,F,49
TXN_0387,CUST_191,2024-03-13,Alimentation,751.59,2,1503.18,Livraison,Marrakech,M,36
TXN_0388,CUST_036,2024-05-15,Mode,822.59,2,1645.18,Carte Bancaire,Marrakech,F,31
TXN_0389,CUST_019,2024-12-18,Électronique,5290.73,4,21162.92,Carte Bancaire,Rabat,M,64
TXN_0390,CUST_154,2024-03-10,Maison,2144.6,2,4289.2,Virement,Casablanca,F,26
TXN_0391,CUST_012,2024-07-14,Maison,973.88,3,2921.64,Livraison,Tanger,M,34
TXN_0392,CUST_165,2024-09-25,Électronique,6302.11,3,18906.33,Virement,Agadir,M,27
TXN_0393,CUST_086,2024-02-18,Électronique,6365.38,1,6365.38,Carte Bancaire,Marrakech,F,49
TXN_0394,CUST_184,2024-11-11,Électronique,6830.55,3,20491.65,Carte Bancaire,Casablanca,M,40
TXN_0395,CUST_141,2024-05-09,Alimentation,328.32,1,328.32,Carte Bancaire,Rabat,M,40
TXN_0396,CUST_123,2024-01-05,Alimentation,360.38,2,720.76,Virement,Tanger,M,50
TXN_0397,CUST_189,2024-01-27,Maison,1240.64,2,2481.28,Livraison,Fès,F,58
TXN_0398,CUST_080,2024-06-08,Alimentation,387.49,4,1549.96,Virement,Marrakech,F,45
TXN_0399,CUST_190,2024-05-28,Alimentation,667.79,3,2003.37,Carte Bancaire,Marrakech,F,45
TXN_0400,CUST_026,2024-09-20,Mode,1193.14,2,2386.28,Livraison,Agadir,F,48
TXN_0401,CUST_097,2024-08-17,Électronique,7881.16,3,23643.48,Livraison,Fès,M,33
TXN_0402,CUST_050,2024-07-18,Beauté,735.77,2,1471.54,Carte Bancaire,Tanger,M,52
TXN_0403,CUST_112,2024-02-19,Mode,1025.4,4,4101.6,Virement,Rabat,M,52
TXN_0404,CUST_034,2024-03-07,Maison,1691.2,2,3382.4,Virement,Marrakech,F,20
TXN_0405,CUST_167,2024-10-26,Maison,3275.68,2,6551.36,Virement,Fès,M,49
TXN_0406,CUST_168,2024-02-27,Beauté,522.5,1,522.5,Virement,Marrakech,M,21
TXN_0407,CUST_190,2024-09-15,Électronique,4599.64,3,13798.92,Carte Bancaire,Marrakech,F,45
TXN_0408,CUST_033,2024-12-07,Électronique,6626.19,3,19878.57,Carte Bancaire,Marrakech,F,43
TXN_0409,CUST_125,2024-11-21,Électronique,5648.72,2,11297.44,Virement,Tanger,M,34
TXN_0410,CUST_096,2024-05-09,Mode,1947.82,1,1947.82,Carte Bancaire,Fès,M,23
TXN_0411,CUST_071,2024-08-02,Électronique,1842.43,3,5527.29,Livraison,Agadir,F,59
TXN_0412,CUST_072,2024-06-20,Maison,203.37,1,203.37,Livraison,Agadir,F,49
TXN_0413,CUST_082,2024-09-14,Beauté,229.91,2,459.82,Livraison,Casablanca,F,69
TXN_0414,CUST_138,2024-04-11,Mode,1161.59,4,4646.36,Virement,Rabat,M,30
TXN_0415,CUST_122,2024-07-27,Maison,2650.11,2,5300.22,Carte Bancaire,Tanger,M,47
TXN_0416,CUST_094,2024-10-17,Électronique,426.07,1,426.07,Carte Bancaire,Casablanca,M,28
TXN_0417,CUST_014,2024-12-19,Mode,1166.29,2,2332.58,Carte Bancaire,Tanger,M,38
TXN_0418,CUST_015,2024-10-12,Maison,2725.17,3,8175.51,Livraison,Marrakech,F,55
TXN_0419,CUST_001,2024-04-25,Électronique,2703.96,2,5407.92,Carte Bancaire,Marrakech,F,61
TXN_0420,CUST_195,2024-09-20,Électronique,4098.7,4,16394.8,Carte Bancaire,Casablanca,F,56
TXN_0421,CUST_001,2024-05-29,Beauté,1338.96,1,1338.96,Virement,Marrakech,F,61
TXN_0422,CUST_022,2024-10-26,Maison,3224.82,2,6449.64,Virement,Casablanca,F,45
TXN_0423,CUST_060,2024-02-05,Mode,390.58,2,781.16,Carte Bancaire,Casablanca,F,18
TXN_0424,CUST_160,2024-11-28,Beauté,168.9,3,506.7,Carte Bancaire,Tanger,F,39
TXN_0425,CUST_194,2024-10-13,Maison,3741.1,1,3741.1,Virement,Rabat,M,56
TXN_0426,CUST_158,2024-10-29,Maison,227.53,3,682.59,Carte Bancaire,Marrakech,M,22
TXN_0427,CUST_135,2024-11-06,Alimentation,157.75,2,315.5,Carte Bancaire,Fès,F,57
TXN_0428,CUST_106,2024-07-26,Alimentation,684.65,2,1369.3,Carte Bancaire,Marrakech,M,66
TXN_0429,CUST_017,2024-04-15,Alimentation,857.8,1,857.8,Livraison,Fès,M,40
TXN_0430,CUST_191,2024-06-06,Mode,2163.75,3,6491.25,Carte Bancaire,Marrakech,M,36
TXN_0431,CUST_151,2024-04-30,Maison,742.07,1,742.07,Virement,Rabat,M,59
TXN_0432,CUST_127,2024-02-24,Beauté,479.92,2,959.84,Livraison,Marrakech,F,58
TXN_0433,CUST_151,2024-01-12,Alimentation,814.61,1,814.61,Livraison,Rabat,M,59
TXN_0434,CUST_141,2024-05-24,Maison,3561.76,3,10685.28,Carte Bancaire,Rabat,M,40
TXN_0435,CUST_127,2024-05-15,Maison,1915.3,2,3830.6,Livraison,Marrakech,F,58
TXN_0436,CUST_196,2024-01-03,Maison,2323.67,3,6971.01,Livraison,Marrakech,F,52
TXN_0437,CUST_184,2024-05-23,Maison,2702.65,1,2702.65,Virement,Casablanca,M,40
TXN_0438,CUST_127,2024-01-30,Électronique,5630.53,2,11261.06,Virement,Marrakech,F,58
TXN_0439,CUST_135,2024-08-24,Maison,2764.41,2,5528.82,Livraison,Fès,F,57
TXN_0440,CUST_009,2024-10-05,Électronique,7679.64,3,23038.92,Virement,Tanger,M,55
TXN_0441,CUST_132,2024-12-13,Alimentation,661.83,3,1985.49,Virement,Tanger,M,20
TXN_0442,CUST_008,2024-04-24,Alimentation,1355.5,1,1355.5,Virement,Fès,M,62
TXN_0443,CUST_119,2024-04-13,Maison,3737.2,2,7474.4,Carte Bancaire,Agadir,M,39
TXN_0444,CUST_200,2024-04-27,Beauté,480.47,1,480.47,Carte Bancaire,Rabat,F,67
TXN_0445,CUST_115,2024-01-05,Maison,3988.26,2,7976.52,Carte Bancaire,Agadir,F,58
TXN_0446,CUST_096,2024-12-25,Mode,624.94,1,624.94,Livraison,Fès,M,23
TXN_0447,CUST_060,2024-09-04,Alimentation,300.9,2,601.8,Livraison,Casablanca,F,18
TXN_0448,CUST_024,2024-12-29,Maison,2922.61,2,5845.22,Livraison,Rabat,F,64
TXN_0449,CUST_142,2024-11-16,Électronique,1926.96,2,3853.92,Virement,Casablanca,M,49
TXN_0450,CUST_038,2024-04-30,Électronique,1304.84,2,2609.68,Virement,Tanger,F,30
TXN_0451,CUST_024,2024-10-12,Alimentation,848.66,3,2545.98,Virement,Rabat,F,64
TXN_0452,CUST_082,2024-05-28,Alimentation,174.3,2,348.6,Carte Bancaire,Casablanca,F,69
TXN_0453,CUST_158,2024-03-24,Électronique,8678.62,1,8678.62,Livraison,Marrakech,M,22
TXN_0454,CUST_147,2024-08-18,Électronique,1150.79,3,3452.37,Carte Bancaire,Casablanca,M,70
TXN_0455,CUST_009,2024-10-14,Électronique,4410.72,1,4410.72,Carte Bancaire,Tanger,M,55
TXN_0456,CUST_093,2024-06-09,Beauté,509.73,2,1019.46,Carte Bancaire,Agadir,F,23
TXN_0457,CUST_106,2024-09-28,Alimentation,188.16,2,376.32,Carte Bancaire,Marrakech,M,66
TXN_0458,CUST_127,2024-02-07,Alimentation,952.28,2,1904.56,Livraison,Marrakech,F,58
TXN_0459,CUST_127,2024-08-13,Électronique,5352.96,1,5352.96,Virement,Marrakech,F,58
TXN_0460,CUST_074,2024-05-21,Maison,1255.8,2,2511.6,Carte Bancaire,Rabat,F,56
TXN_0461,CUST_116,2024-10-18,Alimentation,940.35,4,3761.4,Virement,Casablanca,F,31
TXN_0462,CUST_096,2024-05-30,Électronique,4964.09,2,9928.18,Livraison,Fès,M,23
TXN_0463,CUST_179,2024-04-23,Maison,3537.05,2,7074.1,Carte Bancaire,Casablanca,F,70
TXN_0464,CUST_108,2024-08-24,Électronique,957.08,2,1914.16,Livraison,Tanger,M,26
TXN_0465,CUST_086,2024-03-06,Électronique,701.84,1,701.84,Carte Bancaire,Marrakech,F,49
TXN_0466,CUST_082,2024-12-26,Électronique,1128.25,2,2256.5,Livraison,Casablanca,F,69
TXN_0467,CUST_116,2024-12-06,Électronique,5353.17,3,16059.51,Livraison,Casablanca,F,31
TXN_0468,CUST_160,2024-09-14,Électronique,4990.24,1,4990.24,Carte Bancaire,Tanger,F,39
TXN_0469,CUST_112,2024-09-05,Alimentation,1414.61,1,1414.61,Carte Bancaire,Rabat,M,52
TXN_0470,CUST_129,2024-11-26,Mode,254.06,1,254.06,Livraison,Marrakech,M,50
TXN_0471,CUST_145,2024-11-18,Maison,339.5,2,679.0,Virement,Tanger,F,69
TXN_0472,CUST_106,2024-06-28,Maison,1039.66,4,4158.64,Carte Bancaire,Marrakech,M,66
TXN_0473,CUST_084,2024-07-08,Alimentation,927.97,1,927.97,Virement,Agadir,F,54
TXN_0474,CUST_176,2024-06-02,Beauté,305.22,2,610.44,Livraison,Casablanca,F,52
TXN_0475,CUST_082,2024-07-14,Alimentation,1538.88,1,1538.88,Virement,Casablanca,F,69
TXN_0476,CUST_094,2024-11-06,Électronique,2256.92,4,9027.68,Virement,Casablanca,M,28
TXN_0477,CUST_198,2024-09-18,Maison,3604.94,1,3604.94,Livraison,Marrakech,M,61
TXN_0478,CUST_001,2024-05-22,Électronique,5812.41,2,11624.82,Livraison,Marrakech,F,61
TXN_0479,CUST_037,2024-12-07,Alimentation,154.02,3,462.06,Virement,Fès,F,43
TXN_0480,CUST_077,2024-11-11,Alimentation,228.97,2,457.94,Livraison,Casablanca,M,62
TXN_0481,CUST_186,2024-04-10,Mode,1492.61,2,2985.22,Carte Bancaire,Rabat,M,52
TXN_0482,CUST_013,2024-08-31,Alimentation,146.98,2,293.96,Carte Bancaire,Fès,F,27
TXN_0483,CUST_001,2024-01-12,Maison,1136.34,2,2272.68,Virement,Marrakech,F,61
TXN_0484,CUST_009,2024-08-26,Beauté,1115.94,1,1115.94,Virement,Tanger,M,55
TXN_0485,CUST_018,2024-02-18,Électronique,7416.59,1,7416.59,Carte Bancaire,Fès,F,35
TXN_0486,CUST_007,2024-02-11,Électronique,565.89,2,1131.78,Livraison,Tanger,M,53
TXN_0487,CUST_096,2024-06-14,Alimentation,361.62,1,361.62,Livraison,Fès,M,23
TXN_0488,CUST_118,2024-03-22,Alimentation,902.73,1,902.73,Carte Bancaire,Marrakech,M,50
TXN_0489,CUST_050,2024-10-17,Alimentation,1061.27,2,2122.54,Virement,Tanger,M,52
TXN_0490,CUST_080,2024-06-06,Beauté,250.47,4,1001.88,Carte Bancaire,Marrakech,F,45
TXN_0491,CUST_019,2024-08-03,Mode,1350.27,2,2700.54,Carte Bancaire,Rabat,M,64
TXN_0492,CUST_069,2024-06-06,Maison,999.51,1,999.51,Livraison,Rabat,M,43
TXN_0493,CUST_106,2024-05-13,Alimentation,149.29,1,149.29,Virement,Marrakech,M,66
TXN_0494,CUST_142,2024-03-07,Mode,971.81,4,3887.24,Carte Bancaire,Casablanca,M,49
TXN_0495,CUST_001,2024-12-01,Beauté,921.73,1,921.73,Livraison,Marrakech,F,61
TXN_0496,CUST_095,2024-01-07,Mode,986.6,1,986.6,Livraison,Fès,F,55
TXN_0497,CUST_053,2024-01-14,Électronique,4583.54,2,9167.08,Carte Bancaire,Tanger,F,35
TXN_0498,CUST_170,2024-03-13,Maison,681.78,2,1363.56,Carte Bancaire,Casablanca,M,44
TXN_0499,CUST_140,2024-06-11,Électronique,6265.93,2,12531.86,Livraison,Rabat,M,63
TXN_0500,CUST_119,2024-03-06,Électronique,2420.34,1,2420.34,Carte Bancaire,Agadir,M,39
TXN_0501,CUST_050,2024-12-12,Électronique,2908.38,1,2908.38,Virement,Tanger,M,52
TXN_0502,CUST_184,2024-05-09,Maison,3457.58,4,13830.32,Virement,Casablanca,M,40
TXN_0503,CUST_009,2024-07-24,Maison,2075.22,1,2075.22,Virement,Tanger,M,55
TXN_0504,CUST_023,2024-10-02,Électronique,5600.01,2,11200.02,Carte Bancaire,Marrakech,M,44
TXN_0505,CUST_080,2024-09-12,Alimentation,1517.88,2,3035.76,Virement,Marrakech,F,45
TXN_0506,CUST_025,2024-09-22,Alimentation,1360.09,2,2720.18,Livraison,Fès,M,60
TXN_0507,CUST_190,2024-01-25,Alimentation,530.85,2,1061.7,Carte Bancaire,Marrakech,F,45
TXN_0508,CUST_159,2024-10-07,Électronique,8101.83,1,8101.83,Carte Bancaire,Tanger,F,29
TXN_0509,CUST_048,2024-09-09,Alimentation,197.33,2,394.66,Carte Bancaire,Rabat,F,70
TXN_0510,CUST_119,2024-11-05,Mode,1748.63,3,5245.89,Livraison,Agadir,M,39
TXN_0511,CUST_196,2024-10-15,Électronique,7327.33,4,29309.32,Livraison,Marrakech,F,52
TXN_0512,CUST_179,2024-06-12,Électronique,5331.55,1,5331.55,Carte Bancaire,Casablanca,F,70
TXN_0513,CUST_122,2024-04-04,Alimentation,338.23,1,338.23,Livraison,Tanger,M,47
TXN_0514,CUST_184,2024-09-26,Beauté,252.24,4,1008.96,Carte Bancaire,Casablanca,M,40
TXN_0515,CUST_198,2024-11-16,Maison,2748.34,3,8245.02,Livraison,Marrakech,M,61
TXN_0516,CUST_146,2024-04-19,Maison,1070.41,3,3211.23,Carte Bancaire,Casablanca,F,60
TXN_0517,CUST_012,2024-12-01,Alimentation,272.96,1,272.96,Virement,Tanger,M,34
TXN_0518,CUST_081,2024-11-05,Maison,3068.46,2,6136.92,Virement,Fès,M,18
TXN_0519,CUST_166,2024-08-25,Électronique,6625.95,2,13251.9,Livraison,Marrakech,M,69
TXN_0520,CUST_046,2024-01-25,Maison,3076.02,2,6152.04,Carte Bancaire,Marrakech,M,26
TXN_0521,CUST_163,2024-05-20,Beauté,182.4,2,364.8,Carte Bancaire,Casablanca,F,43
TXN_0522,CUST_024,2024-04-26,Maison,1353.5,1,1353.5,Virement,Rabat,F,64
TXN_0523,CUST_009,2024-01-25,Mode,511.0,2,1022.0,Carte Bancaire,Tanger,M,55
TXN_0524,CUST_077,2024-03-19,Mode,1822.53,1,1822.53,Carte Bancaire,Casablanca,M,62
TXN_0525,CUST_007,2024-03-08,Électronique,3410.44,2,6820.88,Carte Bancaire,Tanger,M,53
TXN_0526,CUST_190,2024-06-21,Beauté,1281.35,4,5125.4,Livraison,Marrakech,F,45
TXN_0527,CUST_163,2024-01-12,Électronique,5840.5,2,11681.0,Livraison,Casablanca,F,43
TXN_0528,CUST_160,2024-10-14,Maison,1731.13,3,5193.39,Virement,Tanger,F,39
TXN_0529,CUST_125,2024-05-07,Électronique,4302.4,1,4302.4,Carte Bancaire,Tanger,M,34
TXN_0530,CUST_041,2024-04-05,Électronique,1871.44,2,3742.88,Carte Bancaire,Tanger,F,42
TXN_0531,CUST_106,2024-04-01,Alimentation,267.39,4,1069.56,Virement,Marrakech,M,66
TXN_0532,CUST_121,2024-05-20,Alimentation,868.21,1,868.21,Virement,Marrakech,F,25
TXN_0533,CUST_107,2024-01-31,Alimentation,453.69,1,453.69,Carte Bancaire,Casablanca,F,29
TXN_0534,CUST_049,2024-11-29,Maison,957.31,2,1914.62,Livraison,Casablanca,F,24
TXN_0535,CUST_106,2024-01-20,Électronique,6375.3,1,6375.3,Carte Bancaire,Marrakech,M,66
